,title,final_price,list_price,bedrooms,bathrooms,sqft,parking,description,mls,type,full_link,full_address,lat,long,city_district
2125,"226 - 3 Everson Dr, Toronto (C4738323) | Zoocasa",720000,"$739,900",3,2,1000–1199 sq. ft.,1,"***Wow*** Rarely Offered Renovated Luxury 3 Bedroom + 326 Sqft Of Private Roof Top Patio With Brand New Roof. Walk To Yonge/Sheppard, Subway Station, Parks, Playground, Shopping, Theatre, Restaurants, Quick And Easy Access To 401. Large Underground Parking Spot And Owned Locker. Brand Custom Kitchen And Appliances. Underground Visitor Parking. New Floors Throughout Stairs, Living And Dining, Premium Location. Don't Loose This Opportunity.",C4738323,Condo Townhouse,https://www.zoocasa.com/toronto-on-real-estate/6782742-226-3-everson-dr-toronto-on-m2n7c2-vow," 3 Everson Dr, Toronto , Ontario, Canada",43.7571732,-79.4065098,
2126,"120 Maybourne Ave, Toronto (E4737247) | Zoocasa",760000,"$774,900",2,2,N/A sq. ft.,5,"Situated On A Quiet St. In Clairlea District.  Well Maintained, Bright, Open Concept Bungalow With Many Updates.  Walking Distance To Transit, Schools, Shopping.  Enjoy Many Pictures, 3D Virtual Tour, Floors Plans & Home Ins. Virtual Https://Youtu.Be/Wz5Ig9Jjwxa.",E4737247,Detached,https://www.zoocasa.com/toronto-on-real-estate/6780026-120-maybourne-ave-toronto-on-m1l2w4-vow,"120 Maybourne Ave, Toronto , Ontario, Canada",43.7064928,-79.2930973,
2127,"3710 - 125 Village Green Sq, Toronto (E4736060) | Zoocasa",540000,"$549,900",2,2,700–799 sq. ft.,1,"Absolutely Gorgeous! Rare Corner Unit With A Full Wrap Around Balcony And A Beautiful View. Very Well Kept Includes Many Builder Upgrades As It Was A Builder Model Suite! True Pride Of Ownership... A Must See Unit. Located In Agincourt, Tridel's Award Winning Green Building 'Solaris'. Minutes From Hwy 401, Hwy 404, And Hwy 407. Kennedy Commons And Agincourt Mall.",E4736060,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6777337-3710-125-village-green-sq-toronto-on-m1s0g3-vow," 125 Village Green Sq, Toronto , Ontario, Canada",43.77744819999999,-79.2810949,
2128,"10 - 110 Ling Rd, Toronto (E4732909) | Zoocasa",525000,"$549,900",3,2,1400–1599 sq. ft.,1,"Absolutely Beautiful!! You Must See This Two Level Condo Townhouse (3 Bed & Full 2Ws) Fully Ren+Modified. Open Concept Living, Dining And Stunning Kitchen With Quartz Counter Top & Island. S/S Appliances, E/Hardwood Floor Top To Bottom & Modified Washrooms. Ensuite Laundry W/I Closet. This Unit Is On The Ground Level. Walking Distance To All Amenities Shopping, School, Transit, Transit, Parks & Library.",E4732909,Condo Townhouse,https://www.zoocasa.com/toronto-on-real-estate/6769784-10-110-ling-rd-toronto-on-m1e4v9-vow," 110 Ling Rd, Toronto , Ontario, Canada",43.7681204,-79.1832897,
2129,"402 - 260 Seneca Hill Dr, Toronto (C4732437) | Zoocasa",422000,"$438,800",2,1,800–899 sq. ft.,1,"Bright And Spacious 2 Bedroom Unit With Unobstructed North Facing View. Immaculate Hardwood Parquet Floors Throughout Living & Dining And Entrance Way. Generous Sized Rooms. Ample Closet Space. Ensuite Laundry. Easy Access To Hwy 410-404. Close To Public Transportation, Schools & Shops. Excellent Facilities Including Indoor Pool, Gym, Squash, Basketball Court, Tennis Court. Sauna. Low Maintenance Fee And All Utilities Included Even Cable Tv.",C4732437,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6768451-402-260-seneca-hills-dr-toronto-on-m2j4s6-vow," 260 Seneca Hill Dr, Toronto , Ontario, Canada",43.7901406,-79.3573361,
2130,"1101 - 38 Dan Leckie Way, Toronto (C4729676) | Zoocasa",740000,"$759,000",2,2,800–899 sq. ft.,1,"Spacious 2 Bed + Study Unit Which Features Floor To Ceiling Windows Showcasing Spectacular Water View And Sunsets, A Generous Sized Master Bedroom With Ensuite Walkin Shower And Powder Room. European Designer Kitchen, Laminated Floor. A Wrap Around Balcony Over 200 Sq! 2Mins Walk To Water Front 5Mins Walk To Cn Tower, Super Market, Ttc And Park, Everything Nearby. New Loblaws Build Just Next Door, Will Not Block Spectacular Views.",C4729676,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6761519-1101-38-dan-leckie-way-toronto-on-m5v2v6-vow," 38 Dan Leckie Way, Toronto , Ontario, Canada",43.6374864,-79.3981458,
2131,"63 Bryant St, Toronto (C4724126) | Zoocasa",1395000,"$1,498,000",3,3,3000–3500 sq. ft.,4,"Welcome To One Of The Largest Bungalows, On One Of The Quietest Streets In Desirable Bathurst Manor. This Huge 3+2Br Bungalow Features A Stunning,Oversized Main Flr Family Room Addition W/Approx 10Ft Ceilings,Wood Burning Fp, Tall Windows/Door Allow For Abundance Of Natural Light,W/O To Expansive Deck. Oversized 52X155(Approx)Lot.Open Concept Lr/Dr,Bright Eat-In Kitchen,Lg Master W/W/I Closet. Direct Access To Double Car Garage.",C4724126,Detached,https://www.zoocasa.com/toronto-on-real-estate/6749443-63-bryant-st-toronto-on-m3h5a5-vow,"63 Bryant St, Toronto , Ontario, Canada",43.7580806,-79.444611,
2132,"1050 - 313 Richmond St E, Toronto (C4717258) | Zoocasa",710000,"$699,000",1,1,700–799 sq. ft.,1,"""The Richmond"" Offers A St Lawrence Market Area Cool Layout With A Fresh Boutique Feel. Enjoy Approx 790 Sqft With Private Terrace And Jllt Balcony. Breakfast Bar, Large Pantry, Large Master With Wall/Wall Closet.Great Amenities Like Two Story Gym, B-Ball Court, Roof Top Patio, Hot Tub, Sauna.",C4717258,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6733657-1050-313-richmond-st-e-toronto-on-m5a4s7-vow," 313 Richmond St E, Toronto , Ontario, Canada",43.65314739999999,-79.3688497,
2133,"109 Cadorna Ave, Toronto (E4743757) | Zoocasa",950000,"$999,000",3,2,N/A sq. ft.,1,"Location, Location, Location!! Rare Detached 3+2 Bedroom Bungalow In Desirable East York. Gorgeous Home. Perfect For 1st Time Home Buyers W/ A Future For Growing Families, Investors & Builders. Spacious, Affordable & Very Well Maintained. Good Lot 31 X 100 Feet. Many New Homes Being Built In Neighbourhood .Walk-Out To The Deck, Fenced Yard. Mins Away From Donland Subway, Downtown, Dvp & 401,Great Schools, Parks.Great Price, Great Value.Bigger Than It Appears.",E4743757,Detached,https://www.zoocasa.com/toronto-on-real-estate/6795340-109-cadorna-ave-toronto-on-m4j3x3-vow,"109 Cadorna Ave, Toronto , Ontario, Canada",43.6941334,-79.34054429999999,
2134,"232 Delta St, Toronto (W4743414) | Zoocasa",924000,"$948,000",2,2,1500–2000 sq. ft.,3,"Welcome To A Wonderful Neighbourhood And A Beautiful Move-In Ready Home. The All Brick Cozy Home Built In 1950 Is In Excellent Super Clean Condition With An Over-Sized, Extra Deep Double Car Garage. The All Stone Front Fascia Accents The Architecturally Detailed Wrought Iron Handrails And The Sought After Wide 40 Ft Lot. The Bright Open Concept Kitchen Overlooks A Professionally Built And Hand Crafted Brick Matched Addition Family Room/Den.",W4743414,Detached,https://www.zoocasa.com/toronto-on-real-estate/6794359-232-delta-st-toronto-on-m8w4e9-vow,"232 Delta St, Toronto , Ontario, Canada",43.6086213,-79.5385441,
2135,"3706 - 7 Grenville St, Toronto (C4743431) | Zoocasa",723000,"$719,800",1,1,500–599 sq. ft.,0,"Functional Bright 1Bed+D South/East View @ Yc, Yonge/College. Modern Kitchen W Quartz Countertop, 9' Ceilings, Floor-To-Ceiling Windows, Large Balcony, Unobstructed View Over Dt/Lake. Fantastic Amenities Incl Infinity Pool On 66th Floor, Gym, Yoga Room,Steam Room,Lounge/Bar W Dining Room, Private Dining Rooms W Outdoor Terraces & Bbqs, 24/7 Concierge. Ttc & College Park Outside Your Door, Eaton Centre, 3Acre Park. Walk To Ryerson & Uoft. Check 3D Virtual Tour",C4743431,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6794350-3706-7-grenville-st-toronto-on-m4y0e9-vow," 7 Grenville St, Toronto , Ontario, Canada",43.6619821,-79.3838754,
2136,"253 Queensdale Ave, Toronto (E4742186) | Zoocasa",1072500,"$1,089,000",3,2,N/A sq. ft.,1,"Don't Be Queasy...We've Made It Easy....Property Is Vacant, Cleaned Top To Bottom, Virtual Tour, 3D Imaging And Loads Of Pics!! Be Quick To Snatch Up This Beauty On Queensdale. Bright & Spacious 3Bdrm Semi With Main Floor Addition. Open Concept Lr/Dr, Hardwood Flrs, Extra Lg Reno'd Kitchen W/ Loads Of Counter And Cupboards. Addition Allows For Eat-In, Office Nook Or Small Tv Space. Walk-Out To Deck & South Facing Yard. Main Floor Laundry.",E4742186,Semi-Detached,https://www.zoocasa.com/toronto-on-real-estate/6791349-253-queensdale-ave-toronto-on-m4c2b3-vow,"253 Queensdale Ave, Toronto , Ontario, Canada",43.6888453,-79.3211965,
2137,"Ph09 - 1 De Boers Dr, Toronto (W4740821) | Zoocasa",680000,"$699,000",2,2,800–899 sq. ft.,1,"!!= 3D Virtual Tour Linked =!! Rarely Found Penthouse Corner Unit With Private Terrace (590Sf Approx). Enjoy This Exclusive Outdoor Space In Addition To Great Amenities (Gym, Swimming Pool, Sauna, Golf Simulator, Party Room And More), Breathtaking Views To South East. Close To Hwy 401/400, Subway On Doorstep, 5 Min Drive To Yorkdale, 7 Min To York Univ. Lower Maintenance Fee (Terrace Area Is Not Included In Fee) Parking Space Close To Elevator",W4740821,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6788943-ph09-1-de-boers-dr-toronto-on-m3j0g6-vow," 1 De Boers Dr, Toronto , Ontario, Canada",43.7514057,-79.4641481,
2138,"2715 - 155 Legion Rd N, Toronto (W4740348) | Zoocasa",575000,"$599,000",1,2,800–899 sq. ft.,1,"**Spacious 2 Story Sub Penthouse Loft With Lots Of Natural Light. **875 Sq.Ft. 1 Bed + Den With 2 Washrooms. **Floor To Ceiling Windows With Panoramic S/E Views Of Downtown Skyline And Waterfront! **Large Den Can Be Used As A 2nd Bedroom Or Office. **Excellent Building Amenities Including Rooftop Terrace, Outdoor Pool, Sauna, Gym, Meeting /Party Room, Guest Suites. **Minutes To Lake, Trails, Grocery, Hwys, Ttc And Miminco Go. **Pls See Virtual Tours**,",W4740348,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6787357-2715-155-legion-rd-n-toronto-on-m8y0a7-vow," 155 Legion Rd N, Toronto , Ontario, Canada",43.6237825,-79.488316,
2139,"33 Chudleigh Ave, Toronto (C4738607) | Zoocasa",1800000,"$1,875,000",4,2,1500–2000 sq. ft.,2,"Rare Offering On""Chudleigh Ave"" House Proud Family Owned Since 1968! Quality Built,Solid Brick, 4 Bedrm Home W/Unique Octogon Shaped Mn Fl.Fam.Rm. Loads Of Charm(Leaded Wind/Wainscotting) Sunny South Lot W/Priv.Dr & Garage! Lytton Pk/J.R.R Location! ., 5 Mins To John R. R., Glenview, Lawrence Pk Coll. And Havergal Schools. 5 Mins To Yonge/Law Subway, Library,Shopping,Multiple Parks, Restaurants. It Doesn't Get Better!",C4738607,Detached,https://www.zoocasa.com/toronto-on-real-estate/6783393-33-chudleigh-ave-toronto-on-m4r1t1-vow,"33 Chudleigh Ave, Toronto , Ontario, Canada",43.7235853,-79.40450229999999,
2140,"2003 - 285 Mutual St, Toronto (C4738590) | Zoocasa",602300,"$618,800",1,1,500–599 sq. ft.,0,"Radio City - National Ballet Of Canada. Mesmerizing 1 Bedroom, Sun-Filled Suite With Soaring Unobstructed North Views. 9' Flat Ceilings. Spa Inspired Washroom. Endless Closet Space. Breathtaking Sensational North Balcony. A Real Entertainer's Dream. Enjoy The World Class Amenities At Your Finger Tips. The Top Of The World Awaits You!",C4738590,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6783299-2003-285-mutual-st-toronto-on-m4y3c5-vow," 285 Mutual St, Toronto , Ontario, Canada",43.6635783,-79.3781893,
2141,"4109 - 763 Bay St, Toronto (C4738276) | Zoocasa",743000,"$738,000",1,1,600–699 sq. ft.,0,"One Of A Kind Clear West View, Updated One Bedroom With Separate Den Room With Pocket Door. Practical Floorplan, Freshly Painted. Direct Access To Subway, Main Level Mall, Underground Concourse & Supermarket. Short Walk To U Of T, Ryerson, Shopping & Financial & Hospital District. Heart Of Downtown. Excellent Amenities Include Indoor Pool & Gym, Concierge And Security.",C4738276,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6782634-4109-763-bay-st-toronto-on-m5g2r3-vow," 763 Bay St, Toronto , Ontario, Canada",43.6599441,-79.3851875,
2142,"3004 - 318 Richmond St W, Toronto (C4738427) | Zoocasa",620000,"$620,000",1,1,500–599 sq. ft.,0,"*** One Of The Best Layouts Of Picasso On Richmond By Monarch. Bright And Specious One Bedroom Apartment. East Facing Unit With Unobstructed View Of Toronto's Iconic Buildings On 30th Floor! Open Concept With Balcony. *Please See The Virtual Tour*. Perfectly Located In Downtown Core, Steps To Ttc,Canada's Best Restaurants & Bars, Vibrant Queen And King Street. Unique Big Size Locker Included On 7th Floor. Parking Available To Rent.",C4738427,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6782614-3004-318-richmond-st-w-toronto-on-m5v0b4-vow," 318 Richmond St W, Toronto , Ontario, Canada",43.6489001,-79.39220499999999,
2143,"139 Glebemount Ave, Toronto (E4736406) | Zoocasa",1100000,"$1,150,000",3,2,N/A sq. ft.,1,"Premier East End Location! This Bright And Spacious 3 Bedrooms, 2 Bathroom Detached Is Located In A Family Neighbourhood To Create Lasting Memories! Steps Away From Subway, Parks, Farmers Market And Community Centres.",E4736406,Detached,https://www.zoocasa.com/toronto-on-real-estate/6778126-139-glebemount-ave-toronto-on-m4c3s4-vow,"139 Glebemount Ave, Toronto , Ontario, Canada",43.6890851,-79.3192801,
2144,"907 - 2901 Kipling Ave, Toronto (W4736222) | Zoocasa",417000,"$435,000",2,2,1000–1199 sq. ft.,1,"2 Bedrooms Condo In A Well Maintained Building, Master B/R With 4 Pc Ensuite, Close To School, Shopping Plaza, Albion Mall, Ttc, And Major Highways, Close To Major Plazas, Very Clean, Move In Ready Condition, 2 Full Washrooms (Recently Upgraded), Good Opportunity For The First Time Buyer Or Investor. Must See .",W4736222,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6777489-907-2901-kipling-ave-toronto-on-m9v5e5-vow," 2901 Kipling Ave, Toronto , Ontario, Canada",43.7582614,-79.58848069999999,
2145,"707 - 32 Trolley Cres, Toronto (C4735846) | Zoocasa",520000,"$538,000",1,1,500–599 sq. ft.,0,"Vacant Contemporary 1 Bdrm, 1 Bath Condo With Windows Spanning End To End Allows You To Soak In Unobstructed South East Toronto Views. Featuring 9' Ceilings, Modern Kitchen, Roller Shades, Ensuite Laundry, This Open Concept Layout Allows For Tons Of Natural Light & Is Located In A 2017 Governor's Award For Design Excellence In Architecture Winning Building. Situated Mins From Downtown Core, Distillery District, Dvp, Ttc, & The 18 Acre Don River Park!",C4735846,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6776837-707-32-trolley-cres-toronto-on-m5a0e9-vow," 32 Trolley Cres, Toronto , Ontario, Canada",43.6565369,-79.3544975,
2146,"24 Sixteenth St, Toronto (W4734195) | Zoocasa",850000,"$869,000",2,2,N/A sq. ft.,1,"This Stunner Could Be Yours! Impeccably Well Maintained & Newly Upgraded Charming Home In Highly Sought After Lakeside New Toronto Neighbourhood. Enjoy Private Backyard Oasis W/ Outdoor Cooking Area, Marble Counter Tops, Bbq, Built-In Storage, Stylish Wooden Pergola, Gazebo 10X10 Full Swing Golf Practice Station. Rec Room/Gym, Spacious Bedrooms, Short Commute Downtown, Steps To Lake, Parks, Shops, Restaurants & So Much More. Don't Miss Out!",W4734195,Detached,https://www.zoocasa.com/toronto-on-real-estate/6772817-24-sixteenth-st-toronto-on-m8v3j8-vow,"24 Sixteenth St, Toronto , Ontario, Canada",43.5996848,-79.5157014,
2147,"24 Caroline Ave, Toronto (E4733491) | Zoocasa",1315000,"$1,399,000",3,3,N/A sq. ft.,1,"Simply Stunning Prime Leslieville Gem! You Will Fall In Love The Moment You Walk Into This Spacious, Contemporary Sun Drenched Home. Total Gut Renovation 2012 With Permits, 9 Foot Ceilings On Main, Gorgeous Kitchen With Stone Counters, Breakfast Bar, 2nd W/D Connection In Kitchen, 2 Piece On Main. Beautiful Lower Level With Sep Entrance Has High Ceilings, Above Grade Windows & Rough In For Kitchen In Laundry Room. Possible Income/In-Law Suite.",E4733491,Semi-Detached,https://www.zoocasa.com/toronto-on-real-estate/6771301-24-caroline-ave-toronto-on-m4m2x7-vow,"24 Caroline Ave, Toronto , Ontario, Canada",43.65979309999999,-79.3345906,
2148,"205 - 60 Bathurst St, Toronto (C4732731) | Zoocasa",602500,"$629,000",1,1,600–699 sq. ft.,1,"Rare Offering At Sixty Loft! Fantastic Location In The Heart Of King West! Sophisticated Corner, Open Concept,1 Bedroom Loft With Parking And Locker. 10Ft Ceilings, Exposed Concrete, Exposed Ductwork, S/S Appliances, Hardwood, Bright Floor To Ceiling North Facing Windows Not Looking Into Other Units! Unusually Spacious Master(Easily Accommodates Office If Needed) -Quiet Corner Near Pubs, Shops, Transit, Thompson Hotel, Lake & More. Very Low Condo Fees!",C4732731,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6769415-205-60-bathurst-st-toronto-on-m5v2p4-vow," 60 Bathurst St, Toronto , Ontario, Canada",43.642307,-79.4025206,
2149,"320 - 460 Adelaide St E, Toronto (C4732613) | Zoocasa",515000,"$515,000",1,1,500–599 sq. ft.,0,"Live In Luxury At Axiom Condos. 537 Sf, One Year Old Great Unit With 9 Ft Floor To Ceiling Windows, Modern Kitchen, Quartz Countertop, Back Splash.Open Concept Living Room W/Walkout To Large Balcony.Concierge/Security, Theatre Room, Games Room, Fitness Club With Sauna & Yoga Classes, Beautiful Main Floor Lobby Lounge, Steps To Lawrence Market, Ttc, Ryerson, George Brown, Shopping & Much More.",C4732613,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6768915-320-460-adelaide-st-e-toronto-on-m5a1n6-vow," 460 Adelaide St E, Toronto , Ontario, Canada",43.6527699,-79.3664874,
2150,"1 Gully Dr, Toronto (E4731109) | Zoocasa",885000,"$899,900",2,3,N/A sq. ft.,2,"Extensively Renovated Original 3 Bedroom Home Located On The Premium Corner Lot In. Open Concept Living/Dining/Kitchen Area With Central Island, S/S Appliances, Granite Countertop, Backsplash And Much More. Fully Finished Basement With 2nd Kitchen And Bathroom. Landscaped Front And Backyard For Entertainment. Walking Distance To Hunter's Glen Junior School And Charles Gordon Senior Public School, Knob Hill Park. Short Drive To Town Center And Hwy 401",E4731109,Detached,https://www.zoocasa.com/toronto-on-real-estate/6765779-1-gully-dr-toronto-on-m1k4w1-vow,"1 Gully Dr, Toronto , Ontario, Canada",43.7443325,-79.2561053,
2151,"1479 Queen St E, Toronto (E4730586) | Zoocasa",1150000,"$1,149,999",3,2,1100–1500 sq. ft.,1,"Prof. Reno'd 3 Bdrm Home In Desirable Leslieville W/ Ttc @ Door (Easy Ride To Downtown), Minutes To Beach. Open Concept, Bright And Inviting, In Absolute Move-In Condition- A True Gem. Beautiful View From Wall To Wall Patio Door To Fully Finished Outdoor Living&Custom Garage. Bonus Of The Much Sought After In-Law Suite W/Separate Entrance, Private Patio, Pot Lights, Full Kitchen, And Reno'd 3 Piece-Huge Mortgage Helper(Est$1200-$1400/Month)....",E4730586,Semi-Detached,https://www.zoocasa.com/toronto-on-real-estate/6764129-1479-queen-st-e-toronto-on-m4l1e2-vow,"1479 Queen St E, Toronto , Ontario, Canada",43.6650642,-79.3215416,
2152,"355 Apache Tr, Toronto (C4730481) | Zoocasa",865000,"$838,000",3,3,N/A sq. ft.,3,"Large, Renovated & Well Maintained Home With A Fantastic Layout. Possible 2 Family Home. Bright And Spacious Upper Level Features Hardwood Floors & W/O Balcony. New Modern Kitchen With S/S Appliances, Quatrz Countertops & A Large Island. Cozy Family Room With Fireplace & W/O To Backyard. Separate Entrance To Basement Which Features An Eat-In Kitchen & 2 Bedrooms. Close To Parks, Shopping, Schools, Transit, Hwys 401 & 404. Backing Onto Green Space!!!",C4730481,Semi-Detached,https://www.zoocasa.com/toronto-on-real-estate/6764006-355-apache-trail-toronto-on-m2h2w6-vow,"355 Apache Tr, Toronto , Ontario, Canada",43.8004253,-79.3391407,
2153,"1406 - 177 Linus Rd, Toronto (C4730382) | Zoocasa",447500,"$460,000",2,1,900–999 sq. ft.,1,"Pets Not Allowed In Condo Statutory Declaration. Convenient Location Close To Shopping, Ttc & Highways. Rec Centre With Great Facilities, Salt Water Treated Indoor Pool, Sauna, Fully Equipped Gyms, Ping Pong And Billiard Room, Squash Courts, Outdoor Tennis Courts, Outdoor Bbq Pits Behind Linus Building. If More Than 1 Car, Can Rent Outdoor Parking Space At $35.00/Month. Dining Room Is Bigger Than Other Units. In Demand Step Down Living Room.",C4730382,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6763652-1406-177-linus-rd-toronto-on-m2j4s5-vow," 177 Linus Rd, Toronto , Ontario, Canada",43.7913153,-79.35724809999999,
2154,"166 Varsity Rd, Toronto (W4730291) | Zoocasa",880000,"$849,000",2,2,N/A sq. ft.,2,"Welcome To The Valley! Desirable Family Friendly Community.Beautiful Bungalow On 28X172 Lot! Steps To Humber River, Trails, Best Schools,Parks,Splash Pad,Jane Subway Bus At Your Door! Gorgeous Vaulted Ceiling & Loft, Ptnl 3rd Bdr, O/C Lv/Dn Rm, Hardwood Flrs. Upgraded Kit W/ Quartz Countertop,Carrara Marble Backsplash,Fully Renov.Upper Wshrm,(2019) New Windows,Roof & Eaves,Huge Deck,Private Lrg Backyard. Bsmnt Sep Ent,Lg Bdrm & Windows,Rent Out Or Live In.",W4730291,Detached,https://www.zoocasa.com/toronto-on-real-estate/6763613-166-varsity-rd-toronto-on-m6s4p3-vow,"166 Varsity Rd, Toronto , Ontario, Canada",43.6630454,-79.5013536,
2155,"17 Scotchdale Ave, Toronto (E4729738) | Zoocasa",715000,"$749,000",3,1,1100–1500 sq. ft.,3,"See Virtual Tour (Media)For Complete Photos. Fabulous Brick Bungalow. Original Owner. Lovingly Maintained . Renovated Kitchen And Bathroom. Huge Living Room Filled With Natural Light, Hardwood Floors And Picture Windows. Large Master Bedroom, 2nd Bedroom W Sliding Door To Back Yard. Basement Offers Separate Entrance And Loads Of Space. Home Is Vacant And Has Been Professionally Cleaned.",E4729738,Detached,https://www.zoocasa.com/toronto-on-real-estate/6761980-17-scotchdale-ave-toronto-on-m1j2n4-vow,"17 Scotchdale Ave, Toronto , Ontario, Canada",43.7461654,-79.2367052,
2156,"16 Elderwood Dr, Toronto (C4728788) | Zoocasa",3624000,"$3,990,000",5,5,N/A sq. ft.,4,"Stunning Beautiful House In Forest Hill South Community. Excellent Updated Condition. Close To All Amenities. Walk To Forest Hill Village, Bus At The Corner.",C4728788,Detached,https://www.zoocasa.com/toronto-on-real-estate/6760430-16-elderwood-dr-toronto-on-m5p1w5-vow,"16 Elderwood Dr, Toronto , Ontario, Canada",43.6965261,-79.41770509999999,
2157,"301 - 17 Zorra St, Toronto (W4727142) | Zoocasa",490000,"$499,990",1,1,500–599 sq. ft.,1,"Fabulous 1 Bedroom Featuring 9 Ft Ceiling, Laminate Floors, Modern Kitchen, And A Huge Balcony Perfect For Summer Evenings. S/S Appliances, Granite Counter, Stainless Undermount Sink. Lots Of Amenities Including A Gym, Infinity Pool, Party Lounge, Outdoor Terrace, 24 Hr Concierge & Bbq Area. Steam Bath, Guest Suite, And Pet Spa.",W4727142,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6756552-301-17-zorra-st-toronto-on-m8z4z6-vow," 17 Zorra St, Toronto , Ontario, Canada",43.6212968,-79.521039,
2158,"201 - 1 Watergarden Way, Toronto (C4724239) | Zoocasa",775000,"$899,900",2,2,1200–1399 sq. ft.,2,"Ultra Luxe Condo With Floor To Ceiling Windows Overlooking Lush Ravine In Boutique Shane Baghai Building. Only The Finest In Finishes & Design With No Detail Over Looked. Gourmet Kitchen, Caesarstone Counters, Hand Crafted Cabinetry, Hardwood, Marble & Porcelain, 6"" Baseboards, Custom Mouldings. Office Nook, Spa-Like Ensuite W/ Huge Walk-In Shower & ""Hair Bar"". Custom Closet Organizers. Enter By ""Private"" Elevator Directly To Suite Or Via 2 Staircase Entries.",C4724239,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6749537-201-1-watergarden-way-toronto-on-m2k2z7-vow," 1 Watergarden Way, Toronto , Ontario, Canada",43.785715,-79.389084,
2159,"5701 - 197 Yonge St, Toronto (C4720836) | Zoocasa",699000,"$699,000",1,1,500–599 sq. ft.,0,"Stunning One Bedroom In The Renowned Massey Tower. 1 Locker Included. Unobstructed Views Facing North With Floor To Ceilings Windows. Large Closet Space And Storage. Kitchen Island With Built In Microwave World Class Amenities Including Fitness And Weight Rooms, Piano Bar, Cocktail Lounge And Party Room With Kitchen And Dining Room. Steps To Ttc, Financial District, Restaurants, Shops, And The Eaton Centre!",C4720836,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6741726-5701-197-yonge-st-toronto-on-m5b1m4-vow," 197 Yonge St, Toronto , Ontario, Canada",43.6535246,-79.3792385,
2160,"136 Hampton Ave, Toronto (E4744649) | Zoocasa",1475000,"$1,499,000",3,2,N/A sq. ft.,1,"This Prime Riverdale Home In The Coveted Frankland School District Will Not Last! Renovated 3 Bedrooms, 2 Baths & Finished Basement. Front Pad Parking For 1. An Open Concept Lr/Dr With Hardwood Floors, Updated Family Size Kitchen With Eat-In Area & Walk-Out To West Facing Garden. Renovated Spa Style Bath. Potential To Finish 3rd Floor With Full Height Ceilings. Turn Key Home!",E4744649,Semi-Detached,https://www.zoocasa.com/toronto-on-real-estate/6797633-136-hampton-ave-toronto-on-m4k2z1-vow,"136 Hampton Ave, Toronto , Ontario, Canada",43.6759038,-79.3523642,
2161,"3005 - 56 Annie Craig Dr, Toronto (W4743698) | Zoocasa",686000,"$689,900",2,2,700–799 sq. ft.,1,"Welcome To Lago At The Waterfront! Wake Up With Breathtaking Views Of Lake Ontario & Toronto In This Corner Unit With Upgraded Granite Island And S/S Appliances. 2 Bedrooms, Master With 3Pc Ensuite And An Extra Washroom And Bathtub. Laundry Room, Parking & Locker! Lots Of Extra Closet Space. Amazing Large Wrap Around Balcony With East, South And West Views! Natural Light With Warm Sun Filled Winters And Cool Summer Breezes, Surrounded By Parks & Nature!",W4743698,Comm Element Condo,https://www.zoocasa.com/toronto-on-real-estate/6795288-3005-56-annie-craig-dr-toronto-on-m8v0c8-vow," 56 Annie Craig Dr, Toronto , Ontario, Canada",43.6256776,-79.4787686,
2162,"89 Jones Ave, Toronto (E4743589) | Zoocasa",1035000,"$1,049,000",3,2,N/A sq. ft.,0,"Incredible Opportunity To Buy And Live In Leslieville! The Perfect Blend Of Modern Updates And Classic Charm, This Home Leaves Nothing To Be Desired. Oversized Kitchen With Granite Counters And Stainless Steel Appliances, Finished Basement With Private Entrance, Enclosed Porch, And A Beautiful Backyard, All Just A Short Walk To Queen St. Surrounded By Parks, Shops, Transit And Schools. Ample Street Parking! Great Opportunity To Live In Desirable Neighbourhood",E4743589,Semi-Detached,https://www.zoocasa.com/toronto-on-real-estate/6794946-89-jones-ave-toronto-on-m4m2z7-vow,"89 Jones Ave, Toronto , Ontario, Canada",43.6647622,-79.33345249999999,
